game_id,date,season_phase,team,opponent,player,position,min,fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,plus_minus,fgm,fga,3pm,3pa,ftm,fta,player_shot_value,player_offensive_flow,assist_turnover_ratio
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Grace Berger,G,14.0,1-3,1-2,0-0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,999.0
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Aziaha James,G,31.0,5-13,0-5,7-7,1.0,6.0,7.0,3.0,4.0,0.0,4.0,5.0,17.0,19.0,5.0,13.0,0.0,5.0,7.0,7.0,0.5384615384615384,0.6,0.75
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Myisha Hines-Allen,F,17.0,2-3,0-1,3-4,2.0,5.0,7.0,1.0,0.0,0.0,2.0,2.0,7.0,-8.0,2.0,3.0,0.0,1.0,3.0,4.0,1.0,0.5,0.5
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Monique Billings,F,22.0,1-5,0-1,0-0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,5.0,2.0,-11.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Kelsey Mitchell,G,17.0,4-12,0-4,2-2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,-18.0,4.0,12.0,0.0,4.0,2.0,2.0,0.16666666666666666,0.0,0.0
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Sophie Cunningham,G,14.0,0-0,0-0,1-3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-16.0,0.0,0.0,0.0,0.0,1.0,3.0,,,0.0
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Caitlin Clark,G,16.0,4-6,2-3,11-13,0.0,2.0,2.0,4.0,1.0,0.0,3.0,2.0,21.0,-7.0,4.0,6.0,2.0,3.0,11.0,13.0,2.8333333333333335,1.0,1.333
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Makayla Timpson,F,23.0,3-4,0-0,5-7,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,-6.0,3.0,4.0,0.0,0.0,5.0,7.0,1.25,0.0,0.0
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Damiris Dantas,C,18.0,2-11,0-8,3-4,0.0,5.0,5.0,1.0,0.0,0.0,3.0,2.0,7.0,-5.0,2.0,11.0,0.0,8.0,3.0,4.0,0.2727272727272727,0.5,0.333
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Shatori Walker-Kimbrough,G,20.0,3-7,0-0,1-4,0.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,7.0,-1.0,3.0,7.0,0.0,0.0,1.0,4.0,0.14285714285714285,1.3333333333333333,999.0
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Kayana Traylor,G,11.0,3-5,2-3,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,3.0,5.0,2.0,3.0,0.0,0.0,1.2,0.0,0.0
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Megan McConnell,G,9.0,0-1,0-0,0-0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Raven Johnson,G,21.0,1-3,0-1,1-3,0.0,1.0,1.0,5.0,5.0,0.0,3.0,3.0,3.0,-2.0,1.0,3.0,0.0,1.0,1.0,3.0,0.3333333333333333,5.0,1.667
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Jessica Timmons,G,11.0,1-3,0-2,1-2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,-6.0,1.0,3.0,0.0,2.0,1.0,2.0,0.3333333333333333,0.0,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Laura Juskaite,F,28.0,2-10,0-3,2-2,1.0,6.0,7.0,1.0,2.0,0.0,3.0,4.0,6.0,-5.0,2.0,10.0,0.0,3.0,2.0,2.0,0.2,0.5,0.333
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Temi Fagbenle,C,15.0,2-7,0-0,0-0,2.0,5.0,7.0,2.0,0.0,1.0,0.0,3.0,4.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,999.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Brittney Sykes,G,17.0,3-9,0-3,2-2,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,8.0,-4.0,3.0,9.0,0.0,3.0,2.0,2.0,0.2222222222222222,0.0,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Kia Nurse,G,15.0,2-5,1-3,2-2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Julie Allemand,G,22.0,2-3,1-2,0-0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,2.0,5.0,6.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,999.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Teonni Key,F,22.0,1-6,0-1,2-4,2.0,4.0,6.0,2.0,0.0,1.0,1.0,6.0,4.0,-3.0,1.0,6.0,0.0,1.0,2.0,4.0,0.3333333333333333,2.0,2.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Elizabeth Balogun,G,15.0,5-8,2-3,0-0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,12.0,-7.0,5.0,8.0,2.0,3.0,0.0,0.0,0.75,0.0,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Lexi Held,G,23.0,2-8,1-3,0-0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,-3.0,2.0,8.0,1.0,3.0,0.0,0.0,0.375,0.0,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Kiki Rice,G,23.0,4-7,0-1,2-3,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,10.0,-14.0,4.0,7.0,0.0,1.0,2.0,3.0,0.2857142857142857,0.5,999.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Aaliyah Nye,G,20.0,1-5,1-5,2-3,0.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,5.0,-12.0,1.0,5.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Nikolina Milic,F,,,,,,,,,,,,,,,,,,,,,,,
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Natasha Howard,F,13.0,0-5,0-0,0-0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,-6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,999.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Nia Coffey,F,17.0,4-6,1-2,0-0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,6.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Kayla McBride,G,21.0,4-7,0-0,5-7,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,13.0,0.0,4.0,7.0,0.0,0.0,5.0,7.0,0.7142857142857143,0.25,1.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Courtney Williams,G,17.0,0-5,0-0,0-0,0.0,5.0,5.0,6.0,1.0,0.0,4.0,1.0,0.0,-2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,1.5
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Olivia Miles,G,28.0,5-13,0-1,3-5,1.0,5.0,6.0,2.0,0.0,0.0,2.0,2.0,13.0,1.0,5.0,13.0,0.0,1.0,3.0,5.0,0.23076923076923078,0.4,1.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Liatu King,F,10.0,1-3,0-0,1-4,2.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,-7.0,1.0,3.0,0.0,0.0,1.0,4.0,0.3333333333333333,0.0,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Antonia Delaere,F,17.0,0-2,0-0,2-2,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,,999.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Anastasiia Olairi Kosu,F,15.0,3-4,0-0,4-4,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,3.0,4.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Emma Cechova,F,24.0,5-7,0-0,6-10,2.0,4.0,6.0,0.0,0.0,4.0,2.0,3.0,16.0,13.0,5.0,7.0,0.0,0.0,6.0,10.0,0.8571428571428571,0.0,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Jaylyn Sherrod,G,6.0,0-0,0-0,0-2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,999.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Saylor Poffenbarger,G,15.0,0-1,0-1,0-0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Eliska Hamzova,G,18.0,2-3,1-1,2-3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,7.0,8.0,2.0,3.0,1.0,1.0,2.0,3.0,1.6666666666666667,0.5,0.25
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Aubrey Griffin,F,,,,,,,,,,,,,,,,,,,,,,,
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Jade Masogayo,F,,,,,,,,,,,,,,,,,,,,,,,
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Reigan Richardson,G,,,,,,,,,,,,,,,,,,,,,,,
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Lani White,G,,,,,,,,,,,,,,,,,,,,,,,
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Monique Billings,F,6.0,3-3,1-1,0-0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,7.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Aliyah Boston,C,10.0,2-3,0-0,0-0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,4.0,21.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Kelsey Mitchell,G,14.0,6-9,3-3,2-2,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,17.0,28.0,6.0,9.0,3.0,3.0,2.0,2.0,1.2222222222222223,0.3333333333333333,2.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Sophie Cunningham,G,12.0,3-4,1-2,1-2,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,8.0,34.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,999.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Caitlin Clark,G,13.0,3-4,2-3,4-4,0.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,12.0,32.0,3.0,4.0,2.0,3.0,4.0,4.0,2.5,1.3333333333333333,4.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Myisha Hines-Allen,F,14.0,2-4,0-0,1-1,1.0,4.0,5.0,1.0,1.0,0.0,0.0,5.0,5.0,12.0,2.0,4.0,0.0,0.0,1.0,1.0,0.25,0.5,999.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Makayla Timpson,F,24.0,5-5,0-0,2-3,0.0,5.0,5.0,0.0,2.0,2.0,1.0,0.0,12.0,36.0,5.0,5.0,0.0,0.0,2.0,3.0,0.4,0.0,0.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Damiris Dantas,C,23.0,5-9,4-6,2-2,2.0,3.0,5.0,3.0,1.0,0.0,2.0,4.0,16.0,14.0,5.0,9.0,4.0,6.0,2.0,2.0,1.5555555555555556,0.6,1.5
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Shatori Walker-Kimbrough,G,19.0,2-3,1-2,0-0,1.0,3.0,4.0,0.0,0.0,1.0,2.0,3.0,5.0,17.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Tyasha Harris,G,12.0,0-3,0-2,2-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,2.0,2.0,2.0,0.6666666666666666,,999.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Kayana Traylor,G,11.0,2-6,1-4,0-0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,5.0,-2.0,2.0,6.0,1.0,4.0,0.0,0.0,0.5,0.5,0.25
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Megan McConnell,G,12.0,0-3,0-2,0-0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,11.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,,1.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Raven Johnson,G,16.0,3-6,1-4,2-2,1.0,6.0,7.0,1.0,1.0,1.0,1.0,4.0,9.0,13.0,3.0,6.0,1.0,4.0,2.0,2.0,0.8333333333333334,0.3333333333333333,1.0
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Jessica Timmons,G,13.0,0-5,0-2,3-3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,11.0,0.0,5.0,0.0,2.0,3.0,3.0,0.6,,1.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Kiki Iriafen,F,16.0,3-6,1-1,4-5,3.0,1.0,4.0,1.0,0.0,2.0,3.0,5.0,11.0,2.0,3.0,6.0,1.0,1.0,4.0,5.0,1.1666666666666667,0.3333333333333333,0.333
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Lauren Betts,C,26.0,7-12,0-0,3-4,1.0,3.0,4.0,3.0,1.0,0.0,1.0,3.0,17.0,4.0,7.0,12.0,0.0,0.0,3.0,4.0,0.25,0.42857142857142855,3.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Sonia Citron,G,19.0,2-5,0-0,2-2,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,6.0,11.0,2.0,5.0,0.0,0.0,2.0,2.0,0.4,1.5,999.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Cotie McMahon,G,27.0,2-4,0-0,5-7,0.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,9.0,10.0,2.0,4.0,0.0,0.0,5.0,7.0,1.25,0.5,999.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Georgia Amoore,G,17.0,3-7,2-4,0-0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,8.0,6.0,3.0,7.0,2.0,4.0,0.0,0.0,0.8571428571428571,0.6666666666666666,1.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Angela Dugalic,F,20.0,3-7,1-4,0-0,0.0,6.0,6.0,2.0,3.0,1.0,2.0,1.0,7.0,4.0,3.0,7.0,1.0,4.0,0.0,0.0,0.42857142857142855,0.6666666666666666,1.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Christeen Iwuala,F,3.0,1-3,0-0,0-0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,999.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Madison Scott,G,5.0,0-1,0-0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Rori Harmon,G,18.0,3-6,0-3,0-2,0.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,6.0,6.0,3.0,6.0,0.0,3.0,0.0,2.0,0.0,1.3333333333333333,1.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Lucy Olsen,G,16.0,3-4,0-0,3-4,1.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,9.0,1.0,3.0,4.0,0.0,0.0,3.0,4.0,0.75,0.6666666666666666,1.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Darianna Littlepage-Buggs,G,14.0,2-3,1-1,0-0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,5.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Cassandre Prosper,G,19.0,1-3,0-1,1-2,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,1.0,3.0,0.0,1.0,1.0,2.0,0.3333333333333333,0.0,0.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Naz Hillmon,F,10.0,0-1,0-1,0-0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,999.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Angel Reese,F,11.0,3-7,0-0,4-6,3.0,1.0,4.0,0.0,2.0,0.0,2.0,3.0,10.0,-9.0,3.0,7.0,0.0,0.0,4.0,6.0,0.5714285714285714,0.0,0.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Allisha Gray,G,10.0,1-3,0-1,1-2,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,0.3333333333333333,0.0,0.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Jordin Canada,G,9.0,1-3,1-2,0-1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,-4.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Rhyne Howard,G,13.0,0-5,0-5,2-2,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,-6.0,0.0,5.0,0.0,5.0,2.0,2.0,0.4,,999.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Stephanie Jones,F,20.0,0-2,0-1,3-4,2.0,4.0,6.0,1.0,0.0,0.0,2.0,4.0,3.0,-12.0,0.0,2.0,0.0,1.0,3.0,4.0,1.5,,0.5
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Taylor Thierry,F,13.0,2-5,2-4,1-2,1.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,7.0,-10.0,2.0,5.0,2.0,4.0,1.0,2.0,1.4,0.5,1.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Sika Kone,F,11.0,2-4,0-1,0-0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Madina Okot,C,21.0,3-6,1-3,2-4,2.0,4.0,6.0,1.0,1.0,2.0,5.0,3.0,9.0,3.0,3.0,6.0,1.0,3.0,2.0,4.0,0.8333333333333334,0.3333333333333333,0.2
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Maite Cazorla,G,22.0,1-2,0-1,3-4,1.0,3.0,4.0,4.0,2.0,0.0,2.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.5,4.0,2.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Te-Hina Paopao,G,9.0,3-4,2-2,0-0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,-8.0,3.0,4.0,2.0,2.0,0.0,0.0,1.5,0.0,0.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Holly Winterburn,G,22.0,4-9,0-5,4-4,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,12.0,-5.0,4.0,9.0,0.0,5.0,4.0,4.0,0.4444444444444444,0.5,1.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Indya Nivar,G,14.0,1-3,0-1,2-2,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,1.0,3.0,0.0,1.0,2.0,2.0,0.6666666666666666,0.0,0.0
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Isobel Borlase,G,14.0,1-4,0-2,0-0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,-7.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Breanna Stewart,F,18.0,2-6,0-1,0-0,0.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,4.0,-2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
