game_id,date,season_phase,team,opponent,player,position,min,fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,plus_minus
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Alanna Smith,F,19,1-2,1-1,2-2,0,4,4,5,1,0,5,2,5,+10
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Maddy Siegrist,F,29,7-13,2-5,2-2,2,9,11,0,1,1,1,4,18,+12
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Odyssey Sims,G,15,4-4,0-0,1-2,1,2,3,4,1,0,0,3,9,+18
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Paige Bueckers,G,20,8-12,4-6,0-0,0,2,2,3,1,0,3,2,20,+15
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Azzi Fudd,G,16,2-7,0-2,0-0,0,0,0,1,0,0,0,3,4,-3
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Alysha Clark,F,7,0-0,0-0,0-0,1,2,3,1,2,0,2,2,0,+5
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Amy Okonkwo,F,10,0-2,0-1,0-0,1,1,2,0,1,0,2,0,0,-6
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Dulcy Fankam Mendjiadeu,F,12,4-7,0-0,0-0,1,2,3,1,0,0,1,5,8,+6
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Li Yueru,C,12,3-5,0-1,2-3,5,3,8,2,0,0,3,3,8,-2
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Lindsay Allen,G,14,1-2,0-0,1-1,0,0,0,2,0,0,1,3,3,-5
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Grace Berger,G,14,1-3,1-2,0-0,0,2,2,3,0,0,0,0,3,+6
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Dallas Wings,Indiana Fever,Aziaha James,G,31,5-13,0-5,7-7,1,6,7,3,4,0,4,5,17,+19
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Myisha Hines-Allen,F,17,2-3,0-1,3-4,2,5,7,1,0,0,2,2,7,-8
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Monique Billings,F,22,1-5,0-1,0-0,1,2,3,0,1,0,3,5,2,-11
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Kelsey Mitchell,G,17,4-12,0-4,2-2,0,0,0,0,0,0,1,2,10,-18
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Sophie Cunningham,G,14,0-0,0-0,1-3,0,1,1,0,0,0,0,1,1,-16
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Caitlin Clark,G,16,4-6,2-3,11-13,0,2,2,4,1,0,3,2,21,-7
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Makayla Timpson,F,23,3-4,0-0,5-7,0,2,2,0,1,1,0,1,11,-6
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Damiris Dantas,C,18,2-11,0-8,3-4,0,5,5,1,0,0,3,2,7,-5
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Shatori Walker-Kimbrough,G,20,3-7,0-0,1-4,0,2,2,4,2,1,0,0,7,-1
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Kayana Traylor,G,11,3-5,2-3,0-0,0,0,0,0,0,0,0,1,8,+8
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Megan McConnell,G,9,0-1,0-0,0-0,1,1,2,0,0,1,1,0,0,-3
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Raven Johnson,G,21,1-3,0-1,1-3,0,1,1,5,5,0,3,3,3,-2
20260430_DAL_IND,"Thursday, April 30, 2026",preseason,Indiana Fever,Dallas Wings,Jessica Timmons,G,11,1-3,0-2,1-2,1,0,1,0,0,0,1,2,3,-6
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Laura Juskaite,F,28,2-10,0-3,2-2,1,6,7,1,2,0,3,4,6,-5
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Temi Fagbenle,C,15,2-7,0-0,0-0,2,5,7,2,0,1,0,3,4,+1
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Brittney Sykes,G,17,3-9,0-3,2-2,0,1,1,0,1,0,3,3,8,-4
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Kia Nurse,G,15,2-5,1-3,2-2,0,0,0,0,0,0,1,1,7,+6
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Julie Allemand,G,22,2-3,1-2,0-0,0,6,6,2,0,0,0,2,5,+6
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Teonni Key,F,22,1-6,0-1,2-4,2,4,6,2,0,1,1,6,4,-3
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Elizabeth Balogun,G,15,5-8,2-3,0-0,1,0,1,0,1,0,0,3,12,-7
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Lexi Held,G,23,2-8,1-3,0-0,1,0,1,0,1,0,0,4,5,-3
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Kiki Rice,G,23,4-7,0-1,2-3,0,2,2,2,1,0,0,2,10,-14
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Aaliyah Nye,G,20,1-5,1-5,2-3,0,3,3,2,1,0,1,3,5,-12
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Toronto Tempo,Minnesota Lynx,Nikolina Milic,F,,,,,,,,,,,,,,
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Natasha Howard,F,13,0-5,0-0,0-0,1,1,2,2,0,0,0,2,0,-6
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Nia Coffey,F,17,4-6,1-2,0-0,1,3,4,0,0,0,0,0,9,+2
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Kayla McBride,G,21,4-7,0-0,5-7,0,3,3,1,1,0,1,0,13,0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Courtney Williams,G,17,0-5,0-0,0-0,0,5,5,6,1,0,4,1,0,-2
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Olivia Miles,G,28,5-13,0-1,3-5,1,5,6,2,0,0,2,2,13,+1
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Liatu King,F,10,1-3,0-0,1-4,2,1,3,0,1,0,2,2,3,-7
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Antonia Delaere,F,17,0-2,0-0,2-2,0,1,1,2,0,0,0,1,2,+6
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Anastasiia Olairi Kosu,F,15,3-4,0-0,4-4,1,4,5,0,0,0,0,0,10,+12
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Emma Cechova,F,24,5-7,0-0,6-10,2,4,6,0,0,4,2,3,16,+13
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Jaylyn Sherrod,G,6,0-0,0-0,0-2,1,0,1,1,0,0,0,1,0,0
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Saylor Poffenbarger,G,15,0-1,0-1,0-0,1,1,2,0,0,0,0,1,0,+8
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Eliska Hamzova,G,18,2-3,1-1,2-3,1,1,2,1,0,0,4,4,7,+8
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Aubrey Griffin,F,,,,,,,,,,,,,,
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Jade Masogayo,F,,,,,,,,,,,,,,
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Reigan Richardson,G,,,,,,,,,,,,,,
20260502_TOR_MIN,"Saturday, May 02, 2026",preseason,Minnesota Lynx,Toronto Tempo,Lani White,G,,,,,,,,,,,,,,
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Monique Billings,F,6,3-3,1-1,0-0,0,2,2,0,1,0,1,1,7,+8
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Aliyah Boston,C,10,2-3,0-0,0-0,1,0,1,6,0,1,1,1,4,+21
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Kelsey Mitchell,G,14,6-9,3-3,2-2,0,2,2,2,2,0,1,1,17,+28
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Sophie Cunningham,G,12,3-4,1-2,1-2,0,1,1,3,1,0,0,3,8,+34
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Caitlin Clark,G,13,3-4,2-3,4-4,0,2,2,4,1,0,1,1,12,+32
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Myisha Hines-Allen,F,14,2-4,0-0,1-1,1,4,5,1,1,0,0,5,5,+12
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Makayla Timpson,F,24,5-5,0-0,2-3,0,5,5,0,2,2,1,0,12,+36
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Damiris Dantas,C,23,5-9,4-6,2-2,2,3,5,3,1,0,2,4,16,+14
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Shatori Walker-Kimbrough,G,19,2-3,1-2,0-0,1,3,4,0,0,1,2,3,5,+17
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Tyasha Harris,G,12,0-3,0-2,2-2,0,0,0,1,0,0,0,0,2,+5
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Kayana Traylor,G,11,2-6,1-4,0-0,0,1,1,1,0,0,4,4,5,-2
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Megan McConnell,G,12,0-3,0-2,0-0,0,3,3,3,2,0,3,0,0,+11
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Raven Johnson,G,16,3-6,1-4,2-2,1,6,7,1,1,1,1,4,9,+13
20260502_NIGER_IND,"Saturday, May 02, 2026",preseason,Indiana Fever,NIGERIA,Jessica Timmons,G,13,0-5,0-2,3-3,0,1,1,1,0,0,1,1,3,+11
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Kiki Iriafen,F,16,3-6,1-1,4-5,3,1,4,1,0,2,3,5,11,+2
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Lauren Betts,C,26,7-12,0-0,3-4,1,3,4,3,1,0,1,3,17,+4
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Sonia Citron,G,19,2-5,0-0,2-2,0,2,2,3,0,0,0,1,6,+11
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Cotie McMahon,G,27,2-4,0-0,5-7,0,1,1,1,2,0,0,4,9,+10
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Georgia Amoore,G,17,3-7,2-4,0-0,0,1,1,2,3,0,2,1,8,+6
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Angela Dugalic,F,20,3-7,1-4,0-0,0,6,6,2,3,1,2,1,7,+4
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Christeen Iwuala,F,3,1-3,0-0,0-0,1,0,1,1,0,0,0,1,2,+2
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Madison Scott,G,5,0-1,0-0,0-0,0,0,0,0,1,0,1,1,0,-2
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Rori Harmon,G,18,3-6,0-3,0-2,0,0,0,4,2,0,4,2,6,+6
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Lucy Olsen,G,16,3-4,0-0,3-4,1,1,2,2,1,0,2,3,9,+1
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Darianna Littlepage-Buggs,G,14,2-3,1-1,0-0,0,2,2,1,0,1,1,0,5,+4
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Washington Mystics,Atlanta Dream,Cassandre Prosper,G,19,1-3,0-1,1-2,0,3,3,0,1,0,0,3,3,+7
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Naz Hillmon,F,10,0-1,0-1,0-0,1,0,1,1,0,0,0,0,0,-5
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Angel Reese,F,11,3-7,0-0,4-6,3,1,4,0,2,0,2,3,10,-9
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Allisha Gray,G,10,1-3,0-1,1-2,0,1,1,0,1,0,2,1,3,+3
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Jordin Canada,G,9,1-3,1-2,0-1,0,0,0,1,0,0,1,1,3,-4
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Rhyne Howard,G,13,0-5,0-5,2-2,0,0,0,3,1,0,0,0,2,-6
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Stephanie Jones,F,20,0-2,0-1,3-4,2,4,6,1,0,0,2,4,3,-12
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Taylor Thierry,F,13,2-5,2-4,1-2,1,3,4,1,0,0,1,3,7,-10
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Sika Kone,F,11,2-4,0-1,0-0,1,1,2,0,0,0,0,1,4,+1
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Madina Okot,C,21,3-6,1-3,2-4,2,4,6,1,1,2,5,3,9,+3
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Maite Cazorla,G,22,1-2,0-1,3-4,1,3,4,4,2,0,2,5,5,+1
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Te-Hina Paopao,G,9,3-4,2-2,0-0,0,2,2,0,0,0,1,0,8,-8
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Holly Winterburn,G,22,4-9,0-5,4-4,0,2,2,2,2,0,2,2,12,-5
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Indya Nivar,G,14,1-3,0-1,2-2,1,1,2,0,0,0,2,3,4,+3
20260503_WSH_ATL,"Sunday, May 03, 2026",preseason,Atlanta Dream,Washington Mystics,Isobel Borlase,G,14,1-4,0-2,0-0,0,1,1,2,2,1,1,0,2,-7
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Breanna Stewart,F,18,2-6,0-1,0-0,0,6,6,2,0,0,1,0,4,-2
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Jonquel Jones,C,21,4-8,3-6,4-4,0,5,5,0,1,3,0,0,15,+10
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Rebekah Gardner,G,23,0-2,0-0,6-6,2,5,7,1,0,0,0,1,6,+7
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Marine Johannes,G,29,4-11,4-9,0-0,0,4,4,4,5,0,1,1,12,+12
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Sabrina Ionescu,G,16,2-8,0-1,2-2,1,0,1,2,0,0,3,2,6,0
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Anneli Maley,F,24,3-5,1-2,6-6,3,3,6,1,0,0,1,2,13,+9
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Alex Fowler,F,15,0-3,0-2,0-0,0,2,2,0,3,0,1,4,0,+16
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Han Xu,C,15,2-9,0-2,0-0,1,0,1,1,1,1,0,0,4,-4
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Derin Erdogan,G,18,3-8,1-3,0-0,0,0,0,1,0,0,1,3,7,-4
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Pauline Astier,G,22,4-5,0-0,4-4,0,1,1,4,1,1,2,3,12,+16
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Satou Sabally,F,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Leonie Fiebich,F,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Raquel Carrera,F,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Ugonne Onyiah,C,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Betnijah Laney-Hamilton,G,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Rebecca Allen,G,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,New York Liberty,Connecticut Sun,Marine Fauthoux,G,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Diamond Miller,F,16,2-6,0-1,2-2,1,3,4,1,0,1,0,3,6,-7
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Aneesah Morrow,F,16,4-11,0-2,0-1,1,7,8,0,1,0,1,2,8,-3
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Brittney Griner,C,21,7-9,2-2,0-0,1,3,4,1,1,0,0,0,16,-3
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Kennedy Burke,G,24,1-7,1-6,0-0,0,3,3,4,0,1,1,0,3,+1
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Saniya Rivers,G,24,2-6,0-1,2-2,0,2,2,4,1,1,2,3,6,-2
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Raegan Beers,F,14,2-5,1-2,0-0,0,0,0,1,1,0,2,3,5,-3
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Olivia Nelson-Ododa,C,14,4-7,0-0,1-2,3,1,4,0,0,1,3,4,9,-8
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Kyla Oldacre,C,5,0-1,0-0,0-0,0,0,0,0,0,0,2,0,0,-6
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Madison Hayes,G,11,1-2,0-0,0-0,1,3,4,0,0,0,0,0,2,-2
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Taylor Bigby,G,10,0-3,0-2,0-0,0,0,0,2,0,0,0,0,0,-3
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Charlisse Leger-Walker,G,14,0-1,0-0,0-0,0,0,0,0,0,0,3,2,0,-3
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Gianna Kneepkens,G,17,2-4,1-2,0-0,1,1,2,2,2,0,1,1,5,-13
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Harmoni Turner,G,14,2-4,1-3,2-2,0,2,2,0,0,0,1,1,7,-8
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Aaliyah Edwards,F,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Nell Angloma,F,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Shey Peddy,G,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Leila Lacan,G,,,,,,,,,,,,,,
20260503_NY_CON,"Sunday, May 03, 2026",preseason,Connecticut Sun,New York Liberty,Mamignan Toure,G,,,,,,,,,,,,,,
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,Stephanie Talbot,F,19,2-6,1-2,3-3,0,1,1,1,2,0,2,2,8,-10
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,NaLyssa Smith,F,25,3-6,0-1,3-8,2,2,4,0,0,0,2,4,9,-19
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,A'ja Wilson,C,23,5-9,0-1,8-13,0,5,5,1,1,1,4,4,18,-13
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,Chelsea Gray,G,22,4-9,2-4,0-0,0,2,2,5,1,0,2,2,10,-15
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,Jackie Young,G,25,7-13,1-4,1-2,0,0,0,3,0,0,1,3,16,-11
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,Cheyenne Parker-Tyus,F,11,1-1,0-0,2-4,0,5,5,1,0,0,2,1,4,+3
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,Brianna Turner,F,12,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,+5
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,Kierstan Bell,F,18,2-3,1-2,0-0,0,0,0,1,1,0,0,1,5,-3
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,Jewell Loyd,G,28,2-6,0-2,5-6,0,6,6,0,4,0,2,2,9,-8
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,Chennedy Carter,G,16,2-7,0-3,1-2,0,0,0,2,0,2,0,6,5,-16
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Las Vegas Aces,Dallas Wings,Jordan Obi,G,3,0-0,0-0,0-0,0,1,1,0,0,0,1,1,0,+2
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Alanna Smith,F,12,5-6,2-2,0-0,3,4,7,1,0,0,1,3,12,+19
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Maddy Siegrist,F,22,7-10,0-1,0-0,1,4,5,1,0,0,1,2,14,+9
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Odyssey Sims,G,16,2-5,1-1,0-0,0,0,0,2,0,0,0,1,5,+8
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Paige Bueckers,G,22,4-9,1-1,2-2,0,4,4,9,1,0,0,0,11,+15
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Azzi Fudd,G,21,4-10,1-5,3-4,0,0,0,1,0,0,1,2,12,+15
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Alysha Clark,F,18,2-3,0-0,2-3,0,2,2,1,1,0,0,3,6,+1
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Amy Okonkwo,F,10,2-5,1-4,3-3,1,2,3,0,1,0,1,1,8,-1
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Jessica Shepard,F,17,2-2,0-0,2-4,1,4,5,2,0,0,0,3,6,+9
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Dulcy Fankam Mendjiadeu,F,10,0-0,0-0,0-0,1,0,1,0,0,0,1,2,0,0
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Li Yueru,C,5,0-0,0-0,0-0,0,0,0,0,0,0,1,1,0,+3
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Rayah Marshall,C,3,0-0,0-0,0-0,0,0,0,0,1,0,1,1,0,-4
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Lindsay Allen,G,4,0-0,0-0,0-0,0,0,0,0,0,0,1,1,0,-4
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Grace Berger,G,9,0-1,0-0,2-2,0,1,1,2,1,0,0,1,2,0
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Aziaha James,G,17,6-13,2-5,4-7,2,2,4,2,2,1,3,4,18,+15
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,JJ Quinerly,G,11,1-3,1-1,4-4,0,3,3,3,1,0,3,2,7,+3
20260503_LV_DAL,"Sunday, May 03, 2026",preseason,Dallas Wings,Las Vegas Aces,Costanza Verona,G,4,0-4,0-0,0-0,0,0,0,0,1,0,0,0,0,-3
20260503_LA_POR,"Sunday, May 03, 2026",preseason,Los Angeles Sparks,Portland Fire,Nneka Ogwumike,F,20,5-9,2-3,5-7,2,2,4,5,1,0,0,2,17,+21
